Student_id,Age,Gender,School_type,Parent_education,study_hours,Attendance_percentage,Internet_access,Travel_time,Extra_activities,Study_method,Math_score,Science_score,English_score,Overall_score,Final_grade
2645,16,Other,Public,Graduate,1,53.2,yes,30-60 min,Yes,Mixed,23.2,34.4,34.3,28,F
2646,14,Female,Public,Diploma,7.6,81,yes,15-30 min,Yes,Notes,100,95.9,100,95.5,A
2647,17,Other,Private,No Formal,1,97.9,yes,30-60 min,No,Textbook,71.3,64.2,48.2,53.4,E
2648,18,Other,Private,No Formal,7.8,52.9,yes,>60 min,No,Notes,93.7,90.6,87.5,92.2,B
2649,19,Other,Public,Diploma,3.7,87.3,yes,15-30 min,No,Mixed,81.8,62.6,61.8,74.1,C
2650,15,Other,Public,Ph.D,3.2,55.4,yes,<15 min,Yes,Online videos,51.1,47,56.6,54.7,E
2651,19,Female,Public,High School,5.4,56.8,yes,<15 min,Yes,Coaching,48.5,47.6,85.8,59.8,D
2652,19,Other,Public,Graduate,4.2,96.8,yes,>60 min,Yes,Mixed,83.2,80.8,85.8,79.3,C
2653,19,Male,Public,No Formal,3.4,85.1,yes,30-60 min,Yes,Mixed,52,70.2,47.3,63,D
2654,16,Other,Private,Graduate,5.3,78,no,30-60 min,No,Textbook,64.1,56.9,64.6,71.1,C
2655,19,Female,Public,High School,3.1,58.2,no,<15 min,Yes,Group study,43.9,48,51.2,44.1,E
2656,17,Other,Private,Diploma,0.8,78,yes,30-60 min,Yes,Online videos,40.8,49.3,44.8,42,E
2657,14,Female,Public,Post Graduate,6.7,53.1,yes,<15 min,Yes,Mixed,72.9,78,71.6,73.4,C
2658,15,Male,Public,Diploma,4.4,69.7,yes,>60 min,No,Mixed,81.2,56.8,62.8,70.3,C
2659,18,Other,Public,Ph.D,5.7,85.2,no,15-30 min,No,Online videos,98.4,100,77.2,88.6,B
2660,14,Other,Public,No Formal,4.8,78.4,yes,<15 min,No,Group study,87.2,81.1,63.5,77.6,C
2661,16,Male,Public,No Formal,5.1,83.8,yes,>60 min,No,Textbook,75.4,57.6,88.6,73.6,C
2662,18,Male,Public,High School,2.1,55.8,yes,>60 min,Yes,Notes,34,41,49.4,46.8,E
2663,14,Female,Private,High School,7.5,87.9,yes,30-60 min,No,Textbook,93.9,91.1,100,97.1,A
2664,16,Female,Private,Diploma,3.9,97.8,yes,>60 min,Yes,Online videos,57.5,61.6,65.8,64,D
2665,15,Female,Public,Ph.D,7.4,95.4,yes,15-30 min,No,Mixed,90.3,100,91.2,89.1,B
2666,17,Male,Private,High School,6.6,54.4,yes,>60 min,Yes,Textbook,76.6,67.9,63.9,65.5,D
2667,15,Female,Private,Diploma,5.9,54.9,no,<15 min,No,Group study,63.4,58.5,56.1,60,D
2668,19,Female,Private,No Formal,4,75.7,no,15-30 min,Yes,Mixed,67.1,84.4,56.1,68.6,D
2669,14,Other,Private,Post Graduate,0.7,76.2,yes,>60 min,No,Coaching,35.8,33.6,21.6,28.7,F
2670,19,Female,Private,Graduate,2.9,92.9,yes,30-60 min,Yes,Textbook,67.4,89.2,51.5,68.1,D
2671,18,Female,Private,No Formal,5.5,68.4,yes,30-60 min,Yes,Textbook,65.5,68.3,55.6,67.2,D
2672,19,Male,Public,Diploma,3,75.7,yes,30-60 min,No,Textbook,71.1,80.3,64.5,64.1,D
2673,19,Female,Private,High School,1.2,60.2,yes,<15 min,No,Group study,37,11.7,27.9,32.4,F
2674,15,Female,Public,Diploma,4.4,97.3,yes,<15 min,No,Coaching,60.5,74.6,66.4,67.1,D
2675,19,Male,Public,High School,1.7,56,yes,<15 min,No,Group study,16.3,28.8,42.6,30.6,F
2676,17,Other,Private,Post Graduate,2.8,95.2,yes,<15 min,Yes,Group study,56.5,57.6,61.8,54.8,E
2677,19,Other,Public,No Formal,4.3,94.5,yes,<15 min,Yes,Mixed,62,69.8,67.8,65.5,D
2678,19,Male,Private,Graduate,1.4,52.5,yes,>60 min,Yes,Mixed,33.7,44.8,25.1,38.1,F
2679,17,Female,Public,Post Graduate,1.3,88.8,yes,30-60 min,Yes,Notes,33.5,55.2,27.5,38.8,F
2680,16,Other,Public,No Formal,2.1,66.9,yes,15-30 min,Yes,Textbook,42.1,49,36.6,43.3,E
2681,14,Male,Public,Ph.D,4.9,61.2,no,15-30 min,Yes,Online videos,70.5,70.2,62.5,70.1,C
2682,14,Male,Private,Post Graduate,7.5,70.1,yes,<15 min,No,Textbook,84.5,95.2,69.6,90.1,B
2683,16,Female,Private,High School,2.3,96.2,yes,30-60 min,Yes,Mixed,53.6,53,77.1,61.9,D
2684,18,Male,Private,Diploma,5.9,69.9,yes,>60 min,Yes,Textbook,50.1,86.6,69.7,67.3,D
2685,17,Female,Public,Post Graduate,1.9,62.1,yes,30-60 min,Yes,Online videos,46.9,40.1,52.6,46.6,E
2686,16,Male,Public,Graduate,5.3,76.2,yes,<15 min,Yes,Notes,82.2,82.9,71.1,74.8,C
2687,15,Other,Public,Post Graduate,1.5,70.5,yes,15-30 min,No,Group study,31.6,42.9,33.2,30.3,F
2688,17,Female,Public,Ph.D,6.8,51,yes,>60 min,Yes,Textbook,66.9,87.3,80.2,81.3,C
2689,17,Male,Public,Diploma,6.1,59.3,yes,30-60 min,Yes,Online videos,67,69.6,85.8,75.7,C
2690,19,Other,Private,No Formal,5.6,50.9,yes,>60 min,No,Notes,44.9,48.5,62.7,55.5,D
2691,18,Male,Public,Diploma,0.6,76.1,yes,15-30 min,Yes,Notes,31.9,52.6,38.3,41,E
2692,17,Female,Public,Graduate,6.8,82.1,yes,>60 min,No,Textbook,89.6,100,82.8,97,A
2693,19,Other,Public,Post Graduate,1.6,85.9,yes,30-60 min,Yes,Coaching,43.5,45.8,38.1,50.2,E
2694,16,Other,Public,High School,4.5,60.4,yes,30-60 min,No,Coaching,89.9,59.1,61.9,67.1,D
2695,19,Male,Public,Ph.D,6.3,90.3,no,>60 min,Yes,Mixed,88.1,87.3,94.7,93.7,B
2696,16,Female,Private,No Formal,5.2,70.6,yes,30-60 min,Yes,Notes,60,81.7,67.8,79.7,C
2697,14,Other,Private,Graduate,6.6,52.5,no,<15 min,Yes,Notes,78.9,93.1,65.9,68.9,D
2698,16,Other,Private,Diploma,5.8,96.4,yes,<15 min,Yes,Online videos,85.6,72.4,94.4,84.5,C
2699,14,Male,Public,Post Graduate,6.2,84.7,yes,<15 min,No,Notes,89.9,58.2,90.1,81.5,C
2700,14,Other,Public,High School,2.7,78.1,yes,>60 min,Yes,Textbook,56,57.2,53.2,56.8,D
2701,19,Male,Public,Ph.D,3.3,52,yes,30-60 min,No,Textbook,63.2,43.7,49.7,49.9,E
2702,18,Female,Public,No Formal,4.3,50.7,yes,15-30 min,Yes,Textbook,55.3,50.2,65.7,53.8,E
2703,15,Male,Private,Post Graduate,4.9,78.2,yes,15-30 min,No,Online videos,88.6,67.8,93,79.1,C
2704,19,Male,Public,Diploma,5.7,93.9,yes,30-60 min,No,Notes,100,100,94.3,91.2,B
2705,14,Male,Private,Graduate,4.7,82.4,no,>60 min,No,Online videos,59.4,58.4,71.7,63.2,D
2706,15,Male,Public,High School,5.8,50.3,no,<15 min,Yes,Group study,67.5,70.5,74.6,65.6,D
2707,18,Other,Public,Diploma,1.6,81.9,no,30-60 min,No,Coaching,47.3,51.4,33.4,35.7,F
2708,15,Female,Private,Diploma,3.5,67.4,yes,<15 min,No,Notes,61.6,54.5,50.9,56.7,D
2709,18,Female,Private,High School,7.3,56.1,yes,15-30 min,Yes,Textbook,98.2,79.9,96.8,88.1,B
2710,19,Female,Private,No Formal,2.1,90.6,no,>60 min,Yes,Coaching,79.7,54.2,69.1,55.5,D
2711,14,Female,Private,Diploma,1.6,78.8,yes,30-60 min,No,Textbook,35.8,39.7,34.7,40.7,E
2712,14,Male,Public,Diploma,6.1,86.2,yes,15-30 min,Yes,Coaching,88.4,96.9,84.7,91.6,B
2713,19,Male,Public,Post Graduate,2,58.3,yes,>60 min,No,Mixed,30.9,46.5,41.2,46.4,E
2714,17,Other,Private,Diploma,3.9,55.8,yes,15-30 min,Yes,Textbook,50.6,62.1,43.2,61.2,D
2715,17,Male,Public,Graduate,5.8,75.7,yes,15-30 min,Yes,Group study,74.3,76.9,64.5,81.5,C
2716,16,Other,Public,Diploma,4.1,76.4,yes,15-30 min,No,Mixed,58.5,57.1,40.2,55.1,D
2717,16,Other,Public,Diploma,7.3,79.1,yes,>60 min,Yes,Notes,89.3,95,89.5,91.7,B
2718,18,Male,Private,Post Graduate,7.1,87.2,yes,>60 min,Yes,Notes,87.1,98.3,87.2,92.8,B
2719,17,Male,Private,Post Graduate,4.3,83.2,yes,15-30 min,No,Textbook,74.4,59.7,69.7,76.3,C
2720,14,Male,Private,Ph.D,7.7,83.8,no,30-60 min,No,Textbook,94.2,88.2,97.5,100,A
2721,17,Female,Private,Diploma,2.7,58.7,yes,30-60 min,Yes,Notes,37,25.8,53.5,40,F
2722,18,Male,Public,No Formal,2.3,70.9,yes,15-30 min,No,Group study,37.1,61.5,54.1,51.9,E
2723,14,Other,Private,Graduate,5.5,80,yes,15-30 min,Yes,Group study,87.2,61.9,72.5,73.5,C
2724,16,Female,Public,Diploma,4.8,75.9,no,>60 min,Yes,Online videos,63.9,62,71.7,66.4,D
2725,18,Other,Public,No Formal,2.4,65.2,yes,>60 min,Yes,Mixed,47.5,53.4,45.7,53.5,E
2726,17,Other,Private,Ph.D,3.3,97.2,yes,30-60 min,Yes,Notes,54.3,42.4,56.4,56.9,D
2727,14,Female,Public,Graduate,2.2,57,no,30-60 min,No,Coaching,25,28.8,25.2,33.8,F
2728,14,Female,Public,Graduate,2.3,98.7,no,>60 min,No,Notes,67.3,81.5,37.3,56.2,D
2729,17,Male,Private,Graduate,3.3,89.1,yes,<15 min,Yes,Notes,46.6,61.4,58,60.9,D
2730,16,Male,Public,Ph.D,7.4,79.8,yes,<15 min,Yes,Online videos,100,100,98.3,99.3,A
2731,19,Female,Private,Post Graduate,6.8,56.4,yes,>60 min,No,Notes,95.7,74.7,74.7,79.6,C
2732,17,Female,Public,Post Graduate,4.3,78.2,no,15-30 min,Yes,Textbook,59.3,73.5,78.2,67.1,D
2733,19,Female,Private,Post Graduate,4.1,54.4,yes,<15 min,Yes,Group study,37.6,54.3,59.3,58.9,D
2734,15,Male,Public,Post Graduate,0.7,96.6,yes,30-60 min,Yes,Online videos,34.2,38,41.3,35.6,F
2735,16,Other,Private,Post Graduate,4,64.3,yes,>60 min,Yes,Group study,56.3,66.2,45,58.3,D
2736,14,Female,Private,No Formal,5.2,70,yes,<15 min,Yes,Mixed,71.9,68.8,84.7,73.3,C
2737,17,Female,Public,Diploma,6.3,81.8,yes,>60 min,No,Mixed,83.8,95.4,94.5,90.2,B
2738,15,Female,Public,High School,3.2,50.9,yes,30-60 min,Yes,Coaching,38.7,33.1,52.4,36.3,F
2739,16,Female,Public,Ph.D,7.4,77.1,yes,>60 min,Yes,Mixed,93.6,87.9,96.6,85.3,B
2740,16,Female,Public,Graduate,6.8,85.7,yes,30-60 min,No,Notes,77,93.1,63.9,82.9,C
2741,15,Other,Public,Graduate,1.1,60.4,no,>60 min,No,Notes,42.3,54.2,28.5,40.2,E
2742,14,Female,Public,Graduate,7.3,57.7,yes,<15 min,Yes,Notes,72.1,89.9,68.5,79.4,C
2743,17,Male,Public,Post Graduate,2.2,74.4,yes,15-30 min,Yes,Group study,77.3,56,57.8,56.3,D
2744,19,Other,Private,Post Graduate,7.4,76.8,yes,15-30 min,No,Mixed,100,100,100,95.2,A
2745,15,Male,Private,High School,5.2,72,yes,30-60 min,No,Mixed,96.7,86.8,75.1,77.6,C
2746,16,Male,Private,Ph.D,3.6,64.8,yes,>60 min,Yes,Textbook,70.3,56.6,64.4,61.5,D
2747,15,Male,Private,Post Graduate,3.8,70.5,yes,30-60 min,Yes,Textbook,38.8,41.3,42.4,51.8,E
2748,18,Other,Private,High School,4.7,65.6,no,30-60 min,No,Mixed,47.4,37.8,48,54.8,E
2749,16,Female,Public,Graduate,6.8,62.5,yes,>60 min,No,Online videos,87.8,98.7,85.3,81.1,C
2750,19,Male,Private,Diploma,6.8,73.6,yes,30-60 min,Yes,Notes,72.1,59.8,84.5,75.3,C
2751,15,Other,Public,Diploma,3.6,69.8,yes,<15 min,No,Online videos,64.9,55.9,63.4,58.1,D
2752,14,Male,Private,Ph.D,6.9,71.8,yes,>60 min,No,Mixed,76.7,82.5,71.8,78.6,C
2753,17,Other,Private,High School,4,50,yes,30-60 min,Yes,Textbook,69,49,53.4,61,D
2754,17,Other,Public,Ph.D,3.6,84.6,yes,<15 min,No,Coaching,81.2,78.3,54.9,61.6,D
2755,19,Male,Public,Graduate,2.3,52.3,yes,<15 min,Yes,Textbook,28.6,65.8,43.5,41.9,E
2756,19,Other,Public,Post Graduate,6.7,60.3,yes,30-60 min,Yes,Online videos,63.5,81,96,79.7,C
2757,19,Female,Public,Post Graduate,5.2,90.2,yes,>60 min,Yes,Online videos,83.4,84.1,84.3,86.1,B
2758,17,Male,Public,Graduate,3.7,99.2,yes,>60 min,No,Group study,75.1,68.5,76.5,75.7,C
2759,16,Female,Public,High School,5.5,99.6,yes,15-30 min,No,Textbook,84.4,93.5,99.8,89.7,B
2760,16,Female,Public,Ph.D,7,79.6,yes,>60 min,No,Textbook,88.1,63.3,89.9,84.3,C
2761,14,Male,Public,Graduate,2,63,yes,<15 min,No,Coaching,34.8,39,44.9,38.2,F
2762,16,Other,Private,Diploma,3.4,91.7,no,<15 min,No,Coaching,53.3,68.7,61.5,61.4,D
2763,16,Male,Public,High School,3.4,82.5,yes,<15 min,No,Textbook,60.3,51.5,61.6,57.6,D
2764,14,Other,Public,No Formal,1.1,99.3,yes,<15 min,No,Group study,64,58.6,58,56.2,D
2765,15,Other,Private,High School,3,77.5,no,<15 min,Yes,Online videos,56.8,59.7,39.7,54.7,E
2766,17,Female,Private,No Formal,6.2,76.3,yes,<15 min,Yes,Coaching,100,86.8,73.4,83.4,C
2767,16,Male,Public,Ph.D,2.4,52.2,no,<15 min,Yes,Online videos,31.2,30.5,30.4,34.6,F
2768,19,Male,Public,Diploma,6.6,59.7,no,15-30 min,Yes,Mixed,77.4,93.2,79.4,86.4,B
2769,16,Male,Public,Graduate,7.7,83.3,yes,<15 min,No,Textbook,100,91.7,93,100,A
2770,19,Female,Public,Post Graduate,2.2,99.7,yes,15-30 min,Yes,Textbook,41.9,49.4,79.8,59.6,D
2771,17,Other,Private,Ph.D,3.6,73.8,yes,15-30 min,Yes,Textbook,86.5,60.1,69.9,66.7,D
2772,14,Male,Public,Diploma,1.5,51.5,yes,30-60 min,No,Textbook,56,41.9,51.3,39.3,F
2773,15,Other,Public,No Formal,5.7,70,yes,<15 min,Yes,Online videos,78.7,47.4,42.9,65.5,D
2774,18,Male,Public,Graduate,4.1,56.3,no,<15 min,No,Mixed,41.6,53,82.1,64.7,D
2775,17,Male,Private,Ph.D,4.9,98,yes,>60 min,No,Online videos,70.2,63.2,63.5,74.4,C
2776,15,Female,Public,Diploma,6.3,57.1,yes,30-60 min,Yes,Online videos,67,68.8,83.3,67.3,D
2777,17,Other,Public,No Formal,6.3,55.9,yes,15-30 min,No,Group study,83.4,74.4,76.7,82.6,C
2778,19,Other,Private,Post Graduate,4.4,72.9,yes,>60 min,Yes,Textbook,63.2,45.3,45.1,56.4,D
2779,16,Female,Private,Graduate,7.1,77.1,no,30-60 min,Yes,Notes,100,77.4,96.4,90.5,B
2780,14,Male,Public,No Formal,7.5,85.9,no,<15 min,No,Online videos,100,90.4,86.4,100,A
2781,15,Male,Private,No Formal,5.2,68.4,yes,<15 min,No,Mixed,86.3,73,76.5,78.8,C
2782,19,Other,Private,Graduate,0.8,94.8,yes,<15 min,Yes,Group study,50.4,40,36.6,51.8,E
2783,18,Male,Public,No Formal,6.3,79.9,no,15-30 min,Yes,Notes,90,92.1,100,90.4,B
2784,19,Other,Private,High School,7.2,52.4,no,<15 min,No,Mixed,85.4,76.3,68.9,78.1,C
2785,19,Other,Public,High School,4.7,51.7,yes,30-60 min,Yes,Mixed,55.5,79.3,74,67.4,D
2786,14,Other,Public,Diploma,5.8,73.4,yes,>60 min,Yes,Group study,68,86.6,72.5,69.6,D
2787,15,Male,Private,Post Graduate,3.2,72,yes,30-60 min,Yes,Coaching,65.8,47.8,55.4,49.5,E
2788,14,Male,Private,Diploma,4.3,72.6,yes,30-60 min,No,Textbook,64.3,62.5,53.3,57.7,D
2789,14,Male,Public,Ph.D,6.5,52.9,yes,>60 min,Yes,Online videos,87.7,83.4,80.7,77.1,C
2790,19,Female,Public,Graduate,7.1,52.7,yes,15-30 min,Yes,Group study,71.6,69.5,89.2,68.6,D
2791,19,Female,Public,Diploma,1.4,53,yes,30-60 min,Yes,Mixed,36.8,19.2,26.2,26.9,F
2792,14,Male,Public,Graduate,0.6,86.7,yes,15-30 min,Yes,Textbook,43.7,42.1,32.7,38.5,F
2793,18,Female,Public,No Formal,3.3,80.1,yes,>60 min,No,Coaching,74.5,43,46.9,55.7,D
2794,17,Male,Public,Ph.D,3.4,56.8,yes,>60 min,No,Coaching,35.8,43.9,42.2,40,F
2795,14,Female,Public,High School,6.3,71.5,yes,30-60 min,Yes,Notes,66.3,72.1,69.6,73.6,C
2796,19,Male,Private,Ph.D,0.6,97.1,yes,>60 min,Yes,Online videos,17.4,36.4,29.4,34.7,F
2797,19,Other,Private,Graduate,6.2,53.5,yes,>60 min,Yes,Mixed,65.4,66.7,65.8,65.7,D
2798,17,Male,Private,High School,4.5,59.5,yes,15-30 min,No,Online videos,69.3,73.8,52.1,60.1,D
2799,18,Other,Public,Diploma,5.7,69.5,yes,30-60 min,No,Group study,83.2,63,70.3,70.6,C
2800,16,Male,Private,No Formal,4.3,61.8,yes,15-30 min,No,Online videos,66.1,73.9,56.7,65.6,D
2801,18,Male,Private,Graduate,6.4,57.9,yes,<15 min,No,Mixed,85.7,72.8,82.7,71.9,C
2802,16,Male,Private,No Formal,3.8,98.7,yes,>60 min,No,Textbook,70.9,82.3,54.7,67.9,D
2803,19,Female,Private,Graduate,3.1,88.3,no,<15 min,No,Textbook,44.8,43.4,50.2,56.4,D
2804,14,Other,Public,High School,5.3,86.5,no,>60 min,Yes,Textbook,79.2,69.1,87.9,70.1,C
2805,15,Male,Private,No Formal,3.8,96.6,yes,30-60 min,Yes,Notes,57.2,66.6,56.8,63.1,D
2806,19,Other,Private,High School,2.8,59.4,yes,<15 min,Yes,Notes,50.4,54.5,48.9,54.7,E
2807,15,Other,Public,No Formal,7.4,94.5,yes,>60 min,No,Mixed,100,81.7,94.6,97.2,A
2808,15,Female,Private,Ph.D,5.9,99.1,no,30-60 min,No,Textbook,100,88.6,100,95.1,A
2809,18,Female,Public,Ph.D,2,79.3,no,<15 min,No,Notes,54,41.3,33.6,49.7,E
2810,15,Other,Public,Ph.D,6.1,95.2,yes,<15 min,Yes,Coaching,76.4,100,87.6,83.8,C
2811,17,Other,Public,Post Graduate,2.4,90.8,yes,30-60 min,No,Group study,54.5,66.3,49.9,65.3,D
2812,15,Male,Public,High School,3.7,65.9,no,30-60 min,No,Coaching,52.2,37.1,63.6,47.3,E
2813,15,Other,Private,Post Graduate,2.1,66.6,yes,15-30 min,No,Mixed,54.7,59.4,46.9,51.9,E
2814,19,Female,Public,Post Graduate,1.3,83.8,yes,>60 min,No,Textbook,39,38.1,13.5,42.3,E
2815,15,Male,Public,High School,3.5,77.6,yes,>60 min,Yes,Mixed,70.2,77.8,80.8,64.9,D
2816,14,Other,Public,Ph.D,4.7,69.2,yes,<15 min,No,Online videos,72.8,63.3,81.3,71.4,C
2817,18,Other,Private,Ph.D,2.8,52.4,yes,15-30 min,Yes,Mixed,34.3,28.8,32.1,39.5,F
2818,19,Female,Private,Diploma,1.1,51.1,yes,15-30 min,Yes,Textbook,10.2,15.4,9.6,20.8,F
2819,14,Other,Public,Graduate,2.4,54.9,yes,15-30 min,Yes,Mixed,46.5,51.9,35.6,46.9,E
2820,18,Male,Public,Ph.D,2.3,70.2,yes,30-60 min,No,Coaching,47.7,56.1,41.1,51.2,E
2821,17,Other,Public,High School,4.9,51.4,yes,30-60 min,No,Mixed,51.7,68.6,59.6,55.1,D
2822,18,Female,Public,Ph.D,2.6,57.4,yes,15-30 min,Yes,Notes,49.9,70.5,58.2,50.7,E
2823,14,Male,Public,High School,4.5,98.4,yes,15-30 min,No,Online videos,76.5,82.6,53.4,76.4,C
2824,19,Female,Private,Ph.D,4,72.5,yes,<15 min,Yes,Online videos,60.9,59.4,63.5,66.3,D
2825,17,Male,Private,High School,2.5,96.7,yes,<15 min,Yes,Online videos,64.5,67.3,60.6,58.2,D
2826,19,Female,Private,Post Graduate,6.1,59.5,yes,15-30 min,Yes,Online videos,61.2,65.1,52.2,64.4,D
2827,16,Other,Public,Graduate,5.5,67.9,yes,30-60 min,Yes,Online videos,66.1,63.2,71.4,62.9,D
2828,19,Female,Private,Diploma,5.6,83.6,yes,15-30 min,Yes,Textbook,73.1,80.8,60.3,81.7,C
2829,17,Other,Public,Diploma,3.8,99.5,no,<15 min,No,Online videos,75.2,70,73.8,80.2,C
2830,14,Female,Private,High School,2.9,85,yes,15-30 min,No,Coaching,68.1,54.6,70.5,62.7,D
2831,19,Other,Private,Post Graduate,4.9,95.1,yes,>60 min,No,Notes,63,64.3,74.2,76.5,C
2832,18,Male,Private,Ph.D,7.7,52.5,yes,>60 min,No,Group study,100,72.5,79.4,90.1,B
2833,15,Other,Public,Graduate,3.8,65.2,yes,30-60 min,No,Mixed,62,58.6,59.5,56.2,D
2834,17,Female,Public,High School,5.5,94.1,yes,>60 min,Yes,Group study,83.4,97.7,70.8,83,C
2835,16,Other,Public,Post Graduate,3.8,76.2,yes,>60 min,Yes,Coaching,62.7,61.6,66.3,57.6,D
2836,17,Male,Private,Diploma,7.5,58.5,yes,30-60 min,No,Notes,74.9,93.7,73.9,87,B
2837,19,Male,Private,Ph.D,2.5,58.5,yes,>60 min,No,Online videos,48.4,65.1,56.3,44.8,E
2838,19,Other,Public,High School,3.9,87.9,yes,<15 min,Yes,Textbook,58.2,64.8,85,75.2,C
2839,15,Other,Private,Graduate,4.2,57.9,yes,<15 min,No,Coaching,63.9,70.4,75.4,54.7,E
2840,19,Other,Public,Diploma,6,74.9,no,<15 min,Yes,Textbook,68.7,90.2,72.4,77.8,C
2841,16,Female,Public,Ph.D,5.9,59.1,yes,30-60 min,Yes,Coaching,72.4,64.3,66.5,64.3,D
2842,18,Female,Private,No Formal,6,60.4,yes,30-60 min,No,Group study,67.9,66.4,64.7,77.6,C
2843,18,Female,Private,Graduate,6,69.9,no,15-30 min,Yes,Notes,86.1,90.6,99.8,85.6,B
2844,16,Other,Private,Post Graduate,4,55.9,yes,30-60 min,Yes,Textbook,64.8,88.4,61.7,63.9,D
2845,16,Male,Private,Diploma,1.7,83,yes,>60 min,No,Textbook,46.9,56.2,60.7,46.3,E
2846,16,Male,Private,Graduate,7,58.3,yes,<15 min,Yes,Coaching,85.8,71.9,90.8,79.9,C
2847,19,Male,Private,High School,2.9,87.6,yes,30-60 min,Yes,Group study,43.6,61.5,52.3,54.2,E
2848,16,Female,Public,Diploma,1.3,76.1,no,>60 min,Yes,Notes,31.8,47.8,50.2,50.3,E
2849,15,Other,Private,Ph.D,1.5,67.3,yes,30-60 min,No,Group study,24.1,37.3,30.3,31.2,F
2850,16,Female,Private,Diploma,4.2,80.7,yes,30-60 min,Yes,Group study,82.1,61.4,71.2,71.4,C
2851,15,Female,Private,High School,3.7,70.4,yes,30-60 min,Yes,Online videos,55.1,64.5,59,59,D
2852,16,Female,Public,Graduate,5.5,54.1,yes,<15 min,Yes,Group study,62.2,63.8,57.7,68.5,D
2853,14,Male,Private,Diploma,5.1,65.5,yes,<15 min,No,Notes,87.7,49.7,71.4,69.6,D
2854,14,Other,Public,Post Graduate,1.3,76.2,yes,>60 min,No,Textbook,29.1,39.9,43.2,39.6,F
2855,18,Other,Public,No Formal,2.7,55.2,yes,15-30 min,Yes,Notes,53.3,36.3,28.8,44.1,E
2856,14,Other,Public,Ph.D,7.2,86.6,yes,30-60 min,No,Mixed,86,84.8,100,96.2,A
2857,17,Other,Public,Post Graduate,6.3,67.8,no,15-30 min,Yes,Textbook,76,71.9,64.8,86.5,B
2858,18,Female,Public,Ph.D,7,60.2,yes,>60 min,No,Notes,86.9,72.5,81.9,78.2,C
2859,18,Other,Public,Diploma,0.7,50.4,yes,15-30 min,No,Notes,31.1,20.8,18.4,24.7,F
2860,16,Female,Public,Diploma,7.3,54.2,yes,>60 min,No,Mixed,65.3,75.2,63.1,73.6,C
2861,15,Other,Public,Diploma,7,61.9,yes,>60 min,Yes,Mixed,63.6,77.5,80.8,84.2,C
2862,19,Female,Private,Ph.D,3.9,68.3,yes,<15 min,No,Online videos,65.5,58.1,59.7,66.9,D
2863,19,Other,Private,No Formal,5.6,57.7,yes,30-60 min,Yes,Mixed,66.8,63.4,79.1,68.5,D
2864,17,Male,Public,Graduate,2.5,77.2,yes,30-60 min,Yes,Coaching,64.9,46.1,25.3,45.7,E
2865,14,Male,Public,High School,5.4,59.7,no,15-30 min,Yes,Textbook,53.9,65.1,56.2,66.3,D
2866,14,Male,Private,Graduate,6.5,97.7,yes,<15 min,Yes,Coaching,88.1,91.3,90.9,90.6,B
2867,15,Female,Private,Ph.D,4.1,78.2,no,30-60 min,Yes,Mixed,57.7,48.3,47.1,58.8,D
2868,14,Other,Private,Post Graduate,0.7,89.8,yes,15-30 min,No,Textbook,42,29.1,40.8,42.7,E
2869,19,Female,Public,No Formal,3.6,71.1,yes,30-60 min,No,Group study,53.3,64.8,64.2,59.6,D
2870,15,Other,Public,Diploma,5.9,60.2,no,15-30 min,No,Group study,61.3,69.7,54.8,66.4,D
2871,15,Female,Public,No Formal,5.8,72.5,yes,>60 min,No,Group study,72.8,54.6,63,74.5,C
2872,19,Other,Private,Diploma,4.1,70.6,no,30-60 min,Yes,Notes,67.1,65.2,49.3,64.1,D
2873,18,Other,Public,High School,7.9,81.2,yes,15-30 min,No,Coaching,100,97.5,87.5,100,A
2874,15,Male,Public,Post Graduate,1.4,95.5,yes,>60 min,No,Group study,44.3,28.1,47.9,41.2,E
2875,16,Other,Public,Graduate,1.7,61.9,yes,<15 min,Yes,Textbook,40.8,63.2,43.6,46.3,E
2876,17,Male,Private,High School,2.4,54.8,no,<15 min,No,Group study,44.9,16.7,24.9,33.8,F
2877,17,Female,Private,Ph.D,6.5,85.8,no,<15 min,Yes,Coaching,89.2,94.8,70.5,86.2,B
2878,19,Female,Public,Post Graduate,6.2,50,yes,15-30 min,Yes,Coaching,80,67.2,70.2,77.2,C
2879,19,Male,Private,Graduate,6.3,89.7,yes,<15 min,No,Online videos,86.6,82.4,89.3,94.7,B
2880,19,Other,Public,Diploma,7.1,86.4,yes,>60 min,No,Coaching,100,97.4,77,97.2,A
2881,14,Female,Private,High School,3.8,91.3,yes,30-60 min,No,Notes,59.5,47.8,60.7,58.8,D
2882,15,Male,Public,Graduate,2.9,54.5,yes,15-30 min,Yes,Textbook,50,53.1,31.2,41.3,E
2883,17,Male,Private,Post Graduate,5,60.2,yes,15-30 min,No,Notes,54,68.7,48.7,57.9,D
2884,14,Male,Private,Ph.D,3.6,77.6,yes,15-30 min,No,Notes,52.7,56.1,57.8,60.3,D
2885,16,Male,Public,Post Graduate,4.4,66.4,yes,>60 min,No,Group study,44.3,61.6,63.8,59.6,D
2886,14,Male,Public,No Formal,1.6,92.3,no,30-60 min,Yes,Notes,59.1,64.6,40.1,58.1,D
2887,19,Male,Public,Ph.D,3.5,72.9,yes,15-30 min,No,Group study,41.9,40,42.8,51.9,E
